"Nome","Denominação","Pastor","Endereço","Bairro","Cidade","Estado","Telefone","Email","Latitude","Longitude","Observações","Cadastrado em","Cadastrado por"
"AD Jardim Aracília","Assembleia de Deus - Ministério de Madureira","Pr. Renato Alves da Costa","Rua Deira, 146","Jardim Aracília","Guarulhos","SP","91321.8396","","-23.4288","-46.4024","CEP 07250-275","23/02/2026","Importação PDF"
"AD Parque Jandaia","Assembleia de Deus - Ministério de Madureira","Pr. Kleber Batista da Silva","R. Jardim Repouso São Francisco, 156","Parque Maria Helena","Guarulhos","SP","94878-3528 / 2496-0153","","-23.4523157","-46.4013237","CEP 07261-000","23/02/2026","Importação PDF"
"AD Bairro de Nova Cidade","Assembleia de Deus - Ministério de Madureira","Pr. Roberto das Neves","Rua Cícera Adriana Oliveira Cruz, 04","Jardim Nova Cidade","Guarulhos","SP","97950.0107","","-23.4446596","-46.4058692","CEP 07252-510","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Normandia","Assembleia de Deus - Ministério de Madureira","Ev. Raimundo Nonato Lima Freire","R. São Francisco do Maranhão, 179","Jardim Normândia","Guarulhos","SP","94865.2170","","-23.4485297","-46.4029888","","23/02/2026","Importação PDF"
"AD Jardim Alice","Assembleia de Deus - Ministério de Madureira","Pr. Renato dos Santos","Rua João Moretti, 150","Jardim Maria Alice","Guarulhos","SP","95933.0835","","-23.4497","-46.5057","CEP 07263-390","23/02/2026","Importação PDF"
"AD Bairro dos Pimentas","Assembleia de Deus - Ministério de Madureira","Pr. Eliseu José Nogueira","Rua Jaboatão, 100","Jardim dos Pimentas","Guarulhos","SP","99259.6575 / 2621.4086","dirce.c.nogueira@gmail.com","-23.4704051","-46.4190752","CEP 07273-270","23/02/2026","Importação PDF"
"AD Jardim Bela Vista","Assembleia de Deus - Ministério de Madureira","Pr. João Francisco Dantas","Rua Bela Vista, 182","Jardim Leblon","Guarulhos","SP","95817.3142 / 2406.7232","","-23.4229308","-46.5437841","CEP 07272-000","23/02/2026","Importação PDF"
"AD Parque Piratininga","Assembleia de Deus - Ministério de Madureira","Ev. Adriano dos Santos Bueno","Rua Francisco Otaviano, 152","Parque Piratininga","Guarulhos","SP","97982.0763","","-23.4392612","-46.3837935","CEP 08587-470","23/02/2026","Importação PDF"
"AD Jardim Fortaleza","Assembleia de Deus - Ministério de Madureira","Pr. Luiz Carlos Teixeira Adão","Rua Roberto Magalhães, 22","Jardim Fortaleza","Guarulhos","SP","1196095.2485","","-23.3780472","-46.4454214","CEP 07153-140, Regional 4","23/02/2026","Importação PDF"
"AD Sub 2 - Nova Ponte Alta","Assembleia de Deus - Ministério de Madureira","Pb. Janailton Cardoso Barbosa","Rua Sergipe, 69","Jardim Nova Ponte Alta","Guarulhos","SP","96731.6443","","-23.4451331","-46.5533951","Regional 4","23/02/2026","Importação PDF"
"AD Sub 1 - Cid. Soberana I","Assembleia de Deus - Ministério de Madureira","Pb. Amilton de Carvalho","Rua Palmeira 510","Soberana","Guarulhos","SP","11 97765.0176","","-23.398131","-46.3856781","Regional 4","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Pres. Dutra II","Assembleia de Deus - Ministério de Madureira","Dc. Enilton Alves","Rua Ipacaetá- 1336","Jardim Presidente Dutra","Guarulhos","SP","95782.2529","","-23.418149","-46.434585","Regional 4","23/02/2026","Importação PDF"
"AD Cidade Cumbica","Assembleia de Deus - Ministério de Madureira","Pr. Sandro Aparecido Lopes","R. Sgt. da Aeronáutica Samuel Ribeiro de Oliveira, 222","Cidade Jardim Cumbica","Guarulhos","SP","96571.0513","","-23.4475","-46.4719","Regional 4","23/02/2026","Importação PDF"
"AD Sub 1 - Pq. São Luiz","Assembleia de Deus - Ministério de Madureira","Pb. Éber Venâncio","Viela da Prainha, 56","Parque São Luiz","Guarulhos","SP","99352-6621","","-23.4776","-46.4116","Regional 4","23/02/2026","Importação PDF"
"AD Sub 2 - Cid. Soberana II","Assembleia de Deus - Ministério de Madureira","Ev. Carlos Eduardo Lopes","R. São João do Meriti, 146","Cidade Soberana","Guarulhos","SP","11 94731.3227","","-23.4061184","-46.4425136","Regional 4","23/02/2026","Importação PDF"
"AD Cidade Soberana","Assembleia de Deus - Ministério de Madureira","Pr. Marcelo Xavier dos Santos","Avenida Monte Alegre, 1006","Cidade Soberana","Guarulhos","SP","97217.9066","","-23.4009231","-46.4436165","CEP 07161-150, Regional 4","23/02/2026","Importação PDF"
"AD Bairro de Malvinas","Assembleia de Deus - Ministério de Madureira","Pr. Josias Gomes da Silva","Rua dos Eucaliptos, 78","Malvinas","Guarulhos","SP","98101.8971","","-23.4159753","-46.4796408","CEP 07145-333, Regional 4","23/02/2026","Importação PDF"
"AD Sub 2 - Jd. Cristina","Assembleia de Deus - Ministério de Madureira","Dc. Paulo Correa","Rua São Paulo de Potengi, 390","Jardim Cristina","Guarulhos","SP","11.95649.5766","pauloalvescorreia.007@gmail.com","-23.4947","-46.4199","Regional 4","23/02/2026","Importação PDF"
"AD Bairro dos Marmelos","Assembleia de Deus - Ministério de Madureira","Pr. Evilásio Francisco","Estrada do Saboó, 50","Bairro dos Marmelos","Mairiporã","SP","11.96508.2544","","-23.3298797","-46.441637","Regional 4","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Bondança","Assembleia de Deus - Ministério de Madureira","Pb. Joemilson Manoel Nascimento","Rua Mário Covas, 32","Jardim Bondança","Guarulhos","SP","9652.30796 / 2467.9443","","-23.399624","-46.4537839","Regional 4","23/02/2026","Importação PDF"
"AD Parque Santos Dumont","Assembleia de Deus - Ministério de Madureira","Pb. Luiz Carlos dos Santos","Rua Campo Redondo, 29A","Parque Stos Dumont","Guarulhos","SP","94684.9518","","-23.403798","-46.4684959","CEP 07152-300, Regional 4","23/02/2026","Importação PDF"
"AD Jardim Munira","Assembleia de Deus - Ministério de Madureira","Pr. Pedro Santiago Ribeiro","Rua Clarice Lispector, 214","Jardim Munira","Guarulhos","SP","11-94684.9518","","-23.4028851","-46.475517","CEP 07152-720, Regional 4","23/02/2026","Importação PDF"
"AD Jardim São João","Assembleia de Deus - Ministério de Madureira","Pr. Elias Freitas","Av. Mulungu, 480","Jardim São João","Guarulhos","SP","11 994027.9475","eng_eliasfreitas@hotmail.com","-23.4143526","-46.4560211","CEP 07151-380, Regional 4","23/02/2026","Importação PDF"
"AD Bairro de Inocoop","Assembleia de Deus - Ministério de Madureira","Pr. Leocelino Corrêa","Rua Carlos Drumond de Andrade, 212","Inocoop","Guarulhos","SP","99754.6775","","-23.4225994","-46.4158551","CEP 07174-015, Regional 4","23/02/2026","Importação PDF"
"AD Bairro de Lavras","Assembleia de Deus - Ministério de Madureira","Pr. José Augusto dos Santos","Av. José Brumatti, 3440","Lavras","Guarulhos","SP","97976.1216 / 4963.4078","","-23.3994039","-46.4301683","CEP 07160-170, Regional 4","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Hanna","Assembleia de Deus - Ministério de Madureira","Dc. Antonio Carlos","Rua Celso Dias Ferreira, 39","Jardim Hanna","Guarulhos","SP","96279.7625","","-23.4056076","-46.430741","Regional 4","23/02/2026","Importação PDF"
"AD Jardim Presidente Dutra","Assembleia de Deus - Ministério de Madureira","Pr. Edilson Ferreira de Souza","Rua Vitória da Conquista, 1045","Jardim Pres. Dutra","Guarulhos","SP","99971.6022","","-23.4224258","-46.4374431","CEP 07171-090, Regional 4","23/02/2026","Importação PDF"
"AD Jardim Fortaleza II","Assembleia de Deus - Ministério de Madureira","Pb. Adão Lisboa","Rua Guenther Sthall, 107","Jardim Fortaleza","Guarulhos","SP","97121.6089","","-23.4357","-46.3865","CEP 07153-140, Regional 4","23/02/2026","Importação PDF"
"AD Jardim Silvia","Assembleia de Deus - Ministério de Madureira","Pr. Sandro Pirovano","Rua Imoclair E Lazari, 26","Jardim Silvia","Guarulhos","SP","97954.5259","","-23.4802","-46.4365","Regional 3, CEP 07141-250","23/02/2026","Importação PDF"
"AD Bairro Cabuçu","Assembleia de Deus - Ministério de Madureira","Pr. José Carlos Rodrigues da Silva","Estrada do Cabuçu, 1001","Cabuçu","Guarulhos","SP","98672.4150","","-23.4238066","-46.5641426","Regional 3, CEP 07075-170","23/02/2026","Importação PDF"
"AD Bairro Recreio São Jorge I","Assembleia de Deus - Ministério de Madureira","Pb. Vagner Lima dos Santos","Rua Capitão Abner, 44","Recreio São Jorge I","Guarulhos","SP","11 99234.5153","","-23.4010246","-46.5259401","Regional 3, CEP 07144-880","23/02/2026","Importação PDF"
"AD Jardim Eliane","Assembleia de Deus - Ministério de Madureira","Pr. Manoel Vicente","Rua Alemanha, 208","Jardim Eliane","Guarulhos","SP","96763-1244","","-23.4415821","-46.4605825","Regional 3, CEP 07195-180","23/02/2026","Importação PDF"
"AD Jardim Divinolândia","Assembleia de Deus - Ministério de Madureira","Pr. Edemir Simão Carlota","R. Humberto Brochini, 253","Jardim Bela Vista","Guarulhos","SP","95608-1869","","-23.4334689","-46.5120579","Regional 3, CEP 07133-000","23/02/2026","Importação PDF"
"AD Sub 1 - Recreio São Jorge I","Assembleia de Deus - Ministério de Madureira","Pb. João de Oliveira","Rua Palmira Rossi, 516","Recreio S. Jorge I","Guarulhos","SP","94551.7107","","-23.4018419","-46.5141232","Regional 3, CEP 07144-880","23/02/2026","Importação PDF"
"AD Sub 2 - Vila Julieta","Assembleia de Deus - Ministério de Madureira","Pb. Amilton Santos","Rua B, 17","Vila Julieta","Guarulhos","SP","96336.0776","","-23.4580843","-46.4418226","Regional 3, CEP 07144-284","23/02/2026","Importação PDF"
"AD Jardim Acácio","Assembleia de Deus - Ministério de Madureira","Pr. Dalnir Guilherme","Rua Hermenegildo Orsi, 140","Bairro Jardim Acácio","Guarulhos","SP","96348.6737","","-23.4143267","-46.5112277","Regional 3, CEP 07144-130","23/02/2026","Importação PDF"
"AD Vila Fátima","Assembleia de Deus - Ministério de Madureira","Pr. Valdir Alves dos Santos","Rua Nossa Senhora de Aparecida, 390","Vila Fátima","Guarulhos","SP","97785-4177","","-23.4164908","-46.4792467","Regional 3, CEP 07191-190","23/02/2026","Importação PDF"
"AD Sub 2 - Vila União","Assembleia de Deus - Ministério de Madureira","Pb. Cícero Cristiano de Freitas","Rua Topázio, 45","Vila União","Guarulhos","SP","95282.5271","","-23.4042509","-46.4833143","Regional 3","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Marilena","Assembleia de Deus - Ministério de Madureira","Pb. Damião Vieira","R. Guaraton, 47","Jardim Marilena","Guarulhos","SP","95990.7921","","-23.423611","-46.4944263","Regional 3","23/02/2026","Importação PDF"
"AD Jardim Santa Emília","Assembleia de Deus - Ministério de Madureira","Pr. Samuel Onival","Rua Cachoeira do Itapemirim, 99","Jardim Sta Emília","Guarulhos","SP","96752-4779","","-23.4517","-46.5413","Regional 3, CEP 07134-370","23/02/2026","Importação PDF"
"AD Bairro Recreio São Jorge II","Assembleia de Deus - Ministério de Madureira","PB. Eudo Santos Rocha","Rua Samambaia, 156","Recreio São Jorge II","Guarulhos","SP","96551-2515","","-23.3988357","-46.4387169","Regional 3, CEP 07144-69","23/02/2026","Importação PDF"
"AD Vila Barros","Assembleia de Deus - Ministério de Madureira","Pr. Jose Valter Vaz Nascimento","Rua Fonte Boa, 409","Vila Barros","Guarulhos","SP","94959-2746","","-23.4468702","-46.5034125","Regional 3, CEP 07193-020","23/02/2026","Importação PDF"
"AD Parque Primavera","Assembleia de Deus - Ministério de Madureira","Ev. Marcos Roberto de Almeida","Rua Vega, 34","Parque Primavera","Guarulhos","SP","97465-7099","","-23.4048876","-46.4896155","Regional 3, CEP 07145-170","23/02/2026","Importação PDF"
"AD Jardim São Domingos","Assembleia de Deus - Ministério de Madureira","Pr. Valcinei Onival da Silva","Rua Limoeiro do Norte, 231","Jardim São Domingos","Guarulhos","SP","96262.0799","","-23.4176592","-46.4959631","Regional 3, CEP 07142-047","23/02/2026","Importação PDF"
"AD Sub 1 - Parque Mikail","Assembleia de Deus - Ministério de Madureira","Pb. Davi Lopes da Silva","R. Maria Ferreira Calçado, 208","Parque Mikail","Guarulhos","SP","962311072","","-23.4095967","-46.4982235","Regional 3","23/02/2026","Importação PDF"
"AD Vila Operária","Assembleia de Deus - Ministério de Madureira","Pb. Marcos dos Santos","Rua Vicente de Paula, 437","Vila Operária","Guarulhos","SP","11 94627-3275","","-23.4233073","-46.5440688","Regional 1, CEP 07087-010","23/02/2026","Importação PDF"
"AD Jardim Célia","Assembleia de Deus - Ministério de Madureira","Pr. Lucas Lopes","Rua Santo Eurico, 91","Jardim Célia","Guarulhos","SP","97770-1824","","-23.4309699","-46.5256203","Regional 1, CEP 07131-470","23/02/2026","Importação PDF"
"AD Jardim Leila","Assembleia de Deus - Ministério de Madureira","Pb. Fábio Batista Paz","Rua Monte das Oliveiras, 158","Jardim Leila","Guarulhos","SP","99016-2646","","-23.4098791","-46.4760607","Regional 1, CEP 07121-050","23/02/2026","Importação PDF"
"AD Vila Rio de Janeiro","Assembleia de Deus - Ministério de Madureira","Pr. Rilton Vieira","Rua São Sebastião do Alto, 51","Vila Itapoan","Guarulhos","SP","96164-8844","","-23.4290148","-46.5358236","Regional 1, CEP 07124-470","23/02/2026","Importação PDF"
"AD Madureira Vila São Rafael","Assembleia de Deus - Ministério de Madureira","Pr. Aloisio Brito","Rua Santa Catarina, 523","Cidade Brasil","Guarulhos","SP","95144-2768","","-23.4766495","-46.5540616","Regional 2, CEP 07052-190","23/02/2026","Importação PDF"
"AD Jardim do Papai","Assembleia de Deus - Ministério de Madureira","Pr. Lourenço Guarneri","R. Soldado Prim Rodrigues Cannes, 05","Jardim do Papai","Guarulhos","SP","98973-5860","","-23.4862","-46.4385","Regional 2, CEP 07051-180","23/02/2026","Importação PDF"
"AD Jardim Palmira","Assembleia de Deus - Ministério de Madureira","Pr. Alexandre Jose","Rua Laura Jacques Garcia, 288","Jardim Palmira","Guarulhos","SP","99501-6598","","-23.4334775","-46.5600665","Regional 2, CEP 07075-030","23/02/2026","Importação PDF"
"AD Bairro Picanço","Assembleia de Deus - Ministério de Madureira","Pr. João Barbosa Souza Filho","Av. Dr. Timóteo Penteado, 2527","Picanço","Guarulhos","SP","96113-3678","","-23.4538042","-46.5410195","Regional 2, CEP 07061-000","23/02/2026","Importação PDF"
"AD Sub 1 - Vila Itapegica","Assembleia de Deus - Ministério de Madureira","Dc. Célio Roberto","Rua Endres, 84","Vila Itapegica","Guarulhos","SP","98165-5722","","-23.4859379","-46.5522893","Regional 2, CEP 07043-000","23/02/2026","Importação PDF"
"AD Jardim Flor da Montanha","Assembleia de Deus - Ministério de Madureira","Pr. Paulo Campos","Rua Abatá, 12","Jardim Flor da Montanha","Guarulhos","SP","97424-2592","","-23.4447828","-46.5387423","Regional 1, CEP 07097-340","23/02/2026","Importação PDF"
"AD Jardim Paulista","Assembleia de Deus - Ministério de Madureira","Pr. Marcos Antonio da Costa","Rua Horácio Manoel Vieira, 238","Jardim Paulista","Guarulhos","SP","99581-5207","","-23.4359667","-46.5512759","Regional 2, CEP 07083-200","23/02/2026","Importação PDF"
"AD Parque Continental II","Assembleia de Deus - Ministério de Madureira","Pr. Nemias de Oliveira","Rua Maria Dias Hog, 305","Parque Continental II","Guarulhos","SP","95361-4014","","-23.4272499","-46.5567737","Regional 2, CEP 07085-035","23/02/2026","Importação PDF"
"AD Vila Galvão","Assembleia de Deus - Ministério de Madureira","Ev. Edemilton Souza","Av. Dr. Timóteo Penteado, 4870","Vila Galvão","Guarulhos","SP","96323-2184","","-23.4610475","-46.5673884","Regional 2, CEP 07061-999","23/02/2026","Importação PDF"
"AD Jardim Munhoz","Assembleia de Deus - Ministério de Madureira","Pr. André Terribile","Rua Profº José Munhoz, 800","Jardim Munhoz","Guarulhos","SP","96340-3845","","-23.4422","-46.5215","Regional 2, CEP 07033-000","23/02/2026","Importação PDF"
"AD Jardim Vila Galvão","Assembleia de Deus - Ministério de Madureira","Pb. Bruno dos Santos Vieira","Rua Alvarenga Peixoto, 410","Jardim Vila Galvão","Guarulhos","SP","98934-3199","","-23.470892","-46.558993","Regional 2, CEP 07055-260-190","23/02/2026","Importação PDF"
"AD Vila Sabatina","Assembleia de Deus - Ministério de Madureira","Pr. Sérgio Leduíno","Rua Pedro de Souza Lopes, 983","Vila Galvão","Guarulhos","SP","94776-0242","","-23.4523388","-46.5620076","Regional 2, CEP 07074-000","23/02/2026","Importação PDF"
"AD Sub 3 - Vale dos Machados","Assembleia de Deus - Ministério de Madureira","Pr. Joaquim Siqueira","R. Elísio Laureano Ferreira, 102","Vale dos Machados","Guarulhos","SP","94598-1823","","-23.364444","-46.405556","Regional 1","23/02/2026","Importação PDF"
"AD Sub 2 - Jd. Maia","Assembleia de Deus - Ministério de Madureira","Pb. Francisco Candido","Rua Alexandre de Oliveira Calmom, 280","Vl Lanzara","Guarulhos","SP","97973-0848","","-23.4629559","-46.5300784","Regional 1, CEP 07115-020","23/02/2026","Importação PDF"
"AD Vila Augusta","Assembleia de Deus - Ministério de Madureira","Pb. Jonatas Ferreira da Silva","Rua Mogi das Cruzes, 173","Gopouva","Guarulhos","SP","98024-7189","","-23.4718105","-46.5441721","Regional 2, CEP 07022-010","23/02/2026","Importação PDF"
"AD Jardim Jovaia","Assembleia de Deus - Ministério de Madureira","Pr. Edson Marcos da Silva","Rua Gravatal, 42","Jardim Jovaia","Guarulhos","SP","94820-9420","","-23.434101","-46.5192771","Regional 1, CEP 07132-160","23/02/2026","Importação PDF"
"AD Sub 1 - Pq. Continental IV","Assembleia de Deus - Ministério de Madureira","Pb. Moises Nascimento","Rua Nicolau Falci, 22","Parque Continental 4","Guarulhos","SP","99459-2921","nascimento49@live.com","-23.4229348","-46.5301179","Regional 1","23/02/2026","Importação PDF"
"AD Jardim Sítio dos Morros","Assembleia de Deus - Ministério de Madureira","Ev. Yuri dos Santos Serafim","Rua Conceição dos Ouros, 131","Jardim Sítio dos Morros","Guarulhos","SP","96445-6431","","-23.41832","-46.522531","Regional 1, CEP 07135-203","23/02/2026","Importação PDF"
"AD Jardim São Paulo","Assembleia de Deus - Ministério de Madureira","Pr. Roberto Rodrigues","Rua Taguaí, 92","Jardim São Paulo","Guarulhos","SP","95715-1072","","-23.438593","-46.5295915","Regional 1, CEP 07131-040","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Cristian Alice","Assembleia de Deus - Ministério de Madureira","Pb. Alex Nunes dos Santos","Rua São Carlos do Ivai, 102","Jardim Cristian Alice","Guarulhos","SP","99678-7403","","-23.4789","-46.4883","Regional 1","23/02/2026","Importação PDF"
"AD Sub 1 - Pq. Continental 3","Assembleia de Deus - Ministério de Madureira","Pb. Antonio Jose Alvarenga","Rua Cento e Vinte, 243","Parque Continental III","Guarulhos","SP","","","-23.4212682","-46.5576232","Regional 2","23/02/2026","Importação PDF"
